particle_id,area_pixels,area_um2,diameter_um,overlap_area_pixels,overlap_area_um2,overlap_percentage,has_fluorescence,centroid_x,centroid_y,centroid_x_um,centroid_y_um
477,5.0,0.05994413271125001,0.2762666107998144,0,0.0,0.0,False,699.0,649.0,76.53595650000001,71.0612815
478,494.0,5.9224803118715,2.746040082735544,0,0.0,0.0,False,111.1842105263158,649.1518218623481,12.173948355263159,71.07790500708502
479,140.0,1.678435715915,1.4618654954539598,0,0.0,0.0,False,175.5,651.85,19.216109250000002,71.37333797500001
480,317.0,3.8004580138932504,2.199748492758784,1,0.011988826542250001,0.31545741324921134,False,963.9968454258675,654.186119873817,105.55138859463723,71.62912791640379
481,214.0,2.5656088800415002,1.807383380025536,0,0.0,0.0,False,161.57009345794393,658.5327102803739,17.690875028037386,72.10505131308412
482,234.0,2.8053854108865,1.889954402456259,234,2.8053854108865,100.0,True,986.5854700854701,657.982905982906,108.02469616880343,72.04485131623932
483,25.0,0.29972066355625004,0.6177509216618626,0,0.0,0.0,False,119.88,658.8,13.12608078,72.1343178
484,27.0,0.32369831664075005,0.6419855896445084,0,0.0,0.0,False,118.0,661.0,12.920233000000001,72.37520350000001
485,70.0,0.8392178579575,1.033695005018127,0,0.0,0.0,False,1012.6,661.0857142857143,110.87311810000001,72.38458865714286
486,67.0,0.8032513783307501,1.0113018437903376,0,0.0,0.0,False,116.23880597014926,665.2835820895523,12.727393701492538,72.8442278955224
487,505.0,6.05435740383625,2.776445076806748,0,0.0,0.0,False,700.7029702970297,663.7148514851485,76.72242067821782,72.67246209108912
488,188.0,2.253899389943,1.6940347791972532,0,0.0,0.0,False,126.5372340425532,667.5691489361702,13.855004635638299,73.09448260904256
489,2096.0,25.128580432556003,5.656385976026435,0,0.0,0.0,False,1110.4327290076335,658.6049618320611,121.58516601359733,72.1129623883588
490,1216.0,14.578413075376002,4.308342143685072,0,0.0,0.0,False,1036.4506578947369,669.53125,113.48461011019738,73.309319921875
491,11.0,0.13187709196475,0.40976960420972597,0,0.0,0.0,False,707.0,671.0,77.4119045,73.4701385
492,120.0,1.4386591850700001,1.3534244588552355,0,0.0,0.0,False,160.85,674.7,17.612029475,73.87526445
493,1061.0,12.720144961327252,4.024399530305804,0,0.0,0.0,False,1083.3364750235626,683.1027332704996,118.61830232799245,74.79530912535346
494,161.0,1.93020107330225,1.56767609403814,0,0.0,0.0,False,709.4037267080745,675.5652173913044,77.67509695031056,73.97000013043478
495,156.0,1.8702569405910001,1.543141307714839,0,0.0,0.0,False,1121.576923076923,675.5192307692307,122.8053828269231,73.96496489423077
496,487.0,5.838558526075751,2.7265149182886,0,0.0,0.0,False,792.9466119096509,670.8706365503081,86.82249985112936,73.45597404312116
497,29.0,0.34767596972525006,0.6653381045816733,0,0.0,0.0,False,801.0,677.0,87.7042935,74.1270995
498,213.0,2.5536200534992504,1.8031555768551883,0,0.0,0.0,False,125.75586854460094,679.3568075117371,13.769450192488264,74.3851546032864
499,1397.0,16.74839067952325,4.617868915835834,0,0.0,0.0,False,730.94201861131,681.1524695776665,80.03339991481748,74.58176792770223
500,27.0,0.32369831664075005,0.6419855896445084,0,0.0,0.0,False,803.2592592592592,674.6296296296297,87.9516677037037,73.86755935185187
501,156.0,1.8702569405910001,1.543141307714839,1,0.011988826542250001,0.641025641025641,False,981.6858974358975,678.2884615384615,107.48822481089745,74.26817766346154
502,47.0,0.56347484748575,0.8470173895986266,0,0.0,0.0,False,1055.9148936170213,679.2340425531914,115.61581740425534,74.37171263829788
503,60.0,0.7193295925350001,0.9570156126802706,0,0.0,0.0,False,1118.8666666666666,679.25,122.50862736666666,74.37345987500001
504,265.0,3.1770390336962504,2.011251285361741,0,0.0,0.0,False,811.4792452830188,675.7018867924528,88.85170274339623,73.98496454150944
505,54.0,0.6473966332815001,0.9079047277233522,0,0.0,0.0,False,1020.5185185185185,682.2962962962963,111.74014440740741,74.70700951851852
506,53.0,0.63540780673925,0.8994589187805361,0,0.0,0.0,False,1059.1509433962265,681.5283018867924,115.97014382075473,74.6229191226415
507,64.0,0.7672848987040001,0.9884014746589801,0,0.0,0.0,False,1017.515625,682.328125,111.4113470859375,74.7104945546875
508,455.0,5.454916076723751,2.635415500845411,0,0.0,0.0,False,1005.6527472527473,683.065934065934,110.1124390813187,74.79127985164835
509,401.0,4.80751944344225,2.474090513193455,0,0.0,0.0,False,812.1820448877805,690.9476309226933,88.9286547319202,75.65427442643393
510,159.0,1.9062234202177502,1.5579085466488567,0,0.0,0.0,False,124.74213836477988,691.811320754717,13.658453327044027,75.74884284905662
